Respondent_ID,City,Age_Bracket,Monthly_Income,Fair_Price_Bundle,Avg_Spend_Order,Orders_Per_Week,Weekly_Workouts,Dietary_Style,Drink_Preference,Favourite_Flavours,Spirits_Enjoyed,Likely_Try_30_Days
f836f571-3cce-476c-b836-c448ad261ec5,Mumbai,18-24,35831,800,1050,5,3,Low-carb,Both,"Smoky, Herbal, Spicy","None, Vodka, Gin",Yes
c09cb506-48f1-496d-9c4f-fb4671b701aa,Pune,45-54,64107,1200,864,1,5,Low-carb,Both,"Spicy, Herbal, Citrusy",Whiskey,Maybe
3be79df4-72ec-416e-88a7-23e9bfa016c2,Chennai,55+,89036,800,1065,5,1,High-protein,Both,Spicy,"None, Gin, Vodka",Maybe
f7315749-4f39-49a8-bd3a-258288b4f474,Bangalore,18-24,30130,900,1094,2,2,Low-carb,Both,"Fruity, Smoky",Tequila,Yes
e76adca9-7811-4802-88cc-7cfecf01f944,Chennai,25-34,80450,800,927,3,0,Vegan,Cocktails,"Smoky, Herbal, Fruity","Whiskey, Rum, Tequila",Maybe
ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,Chennai,25-34,115168,800,1139,1,3,Low-carb,Mocktails,Citrusy,Gin,Maybe
70cafdd8-fc04-4f08-9207-0158f2771f63,Delhi,55+,72063,1000,865,5,6,Low-carb,Both,"Citrusy, Herbal","Gin, Whiskey, Tequila",Yes
c7332304-4822-4120-84f9-eccd7630a8a7,Bangalore,45-54,116031,900,1074,2,1,Balanced,Both,"Spicy, Citrusy, Herbal","None, Tequila, Gin",Yes
6b2d5b09-8707-4ad4-80be-7e3561c2645a,Delhi,35-44,81836,1100,813,5,3,Low-carb,Cocktails,Smoky,None,Maybe
331f63fb-d11f-48c0-a97c-a4fff75d599f,Mumbai,35-44,108909,800,985,3,4,High-protein,Mocktails,"Fruity, Smoky","Gin, Whiskey",No
df7d0dd7-236e-4608-9acb-394acd1f5318,Mumbai,25-34,94006,1000,1101,4,1,Vegan,Cocktails,"Smoky, Citrusy, Herbal","Tequila, Vodka",No
7b07fd31-a424-4f23-8d5b-a7cd400035f0,Delhi,35-44,76060,900,976,5,6,Keto,Both,Citrusy,None,Maybe
ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,Delhi,25-34,43700,1100,1090,3,0,Balanced,Both,Smoky,"None, Whiskey",Yes
8412a335-d88c-456d-b61e-5fdb1a435206,Bangalore,45-54,90828,1000,941,4,3,Balanced,Both,Citrusy,"Rum, Vodka",Maybe
1578d709-48f9-43d0-9fea-e1e0d9e604b3,Mumbai,25-34,37272,900,1094,1,1,Balanced,Both,"Fruity, Herbal","Tequila, Gin, Whiskey",Yes
73069588-45d5-468d-a90a-3abbc35b9fea,Pune,55+,116472,800,1007,1,3,Low-carb,Both,"Smoky, Citrusy",None,Maybe
d4bf7a4b-25b8-442f-836b-15c7e7c225da,Chennai,55+,30551,1200,1029,2,3,High-protein,Mocktails,"Spicy, Citrusy",Whiskey,Yes
e916da57-f248-43ab-977a-8a5f6ffe33b3,Delhi,35-44,39841,1000,1267,2,1,Balanced,Cocktails,"Citrusy, Smoky",Vodka,Maybe
e27718c5-737d-4fb6-9113-76e038d77b9a,Chennai,45-54,53503,1000,1275,5,0,Keto,Both,"Fruity, Citrusy",Tequila,Yes
6a36af18-06d3-4b93-ae33-688d597e6845,Bangalore,35-44,39046,800,979,2,6,Balanced,Mocktails,Herbal,"Gin, Vodka",Maybe
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,Delhi,45-54,41232,1100,803,2,4,High-protein,Cocktails,"Citrusy, Smoky","Whiskey, Gin",Maybe
14e4180c-fe99-46a3-a2db-c8503c5bf3a7,Bangalore,18-24,82484,1100,882,2,5,Keto,Mocktails,"Spicy, Fruity",Rum,Yes
519554e3-0737-4c86-b97b-5f515ffa46ef,Hyderabad,45-54,68412,800,882,2,7,Balanced,Mocktails,"Herbal, Smoky","None, Gin, Rum",Maybe
b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,Hyderabad,55+,75967,900,856,1,0,High-protein,Mocktails,"Smoky, Fruity","Gin, Vodka, Rum",Yes
25637cc3-ca97-4bf5-95d5-96afa663d2cd,Chennai,18-24,81928,1100,948,3,7,Low-carb,Cocktails,Smoky,None,Maybe
eada79a3-4970-4d9a-89ce-3cfb2339ba19,Delhi,35-44,40075,1000,1158,2,6,High-protein,Cocktails,"Fruity, Spicy, Smoky","None, Gin, Tequila",Yes
d4c3a832-b231-460b-b8f2-ce6bd46b415d,Hyderabad,18-24,60895,900,1275,2,6,Low-carb,Both,Fruity,Whiskey,Yes
781799ff-b49e-44cc-8243-69e72387eaf6,Bangalore,25-34,54068,1000,1018,4,0,Vegan,Cocktails,"Fruity, Citrusy, Smoky","Rum, None",No
e7e646c7-0158-4463-9d87-76a072d78bdd,Pune,45-54,57370,1000,1258,1,2,Low-carb,Mocktails,Citrusy,Rum,Yes
3735262d-4184-4b03-84dd-7054144823f7,Chennai,18-24,81479,900,929,4,5,Balanced,Cocktails,Fruity,"Vodka, Tequila, Gin",Yes
f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,Pune,35-44,102189,1200,1109,3,3,Balanced,Mocktails,"Herbal, Fruity, Smoky",None,Maybe
6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,Mumbai,18-24,101881,900,898,4,1,Low-carb,Both,"Citrusy, Smoky, Herbal","Gin, Tequila",Maybe
3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,Mumbai,25-34,50127,1100,1081,3,5,Balanced,Cocktails,"Fruity, Herbal, Smoky","Whiskey, Tequila",No
3d0a5f0c-0c39-4ec7-9f31-74054d183eba,Chennai,18-24,46880,1200,940,2,4,Low-carb,Both,Spicy,"Whiskey, None, Vodka",Yes
9f708368-cb3c-48ca-a392-57316b79afcc,Chennai,45-54,98727,1100,1005,5,4,High-protein,Mocktails,Spicy,"Gin, Tequila, Vodka",No
d6312a80-1c61-4ec2-9014-2131750565f5,Chennai,45-54,91036,1200,932,3,3,Balanced,Both,"Smoky, Fruity",Gin,Yes
893ad232-98c3-43ca-bff4-cec6e7b7b4c6,Delhi,35-44,30123,900,1282,3,2,Balanced,Mocktails,"Spicy, Smoky, Citrusy",Vodka,Maybe
93364f7e-83ef-49f3-a1c7-cc8a04351b64,Pune,55+,73380,1000,842,5,4,High-protein,Cocktails,"Citrusy, Smoky, Fruity","Vodka, Rum, Gin",Maybe
4a90cd0c-24c1-43b9-b7f2-85723defa849,Bangalore,25-34,58552,800,1075,5,1,Keto,Both,"Smoky, Spicy","Gin, Rum",Yes
5a5226e6-9d64-4932-8066-853d6de299a1,Chennai,45-54,45400,1100,918,4,5,High-protein,Cocktails,Herbal,Whiskey,Yes
2ff3cde4-6aa4-4c9f-9217-04753d959e3f,Delhi,25-34,99666,1100,1282,2,4,Low-carb,Cocktails,Spicy,"None, Tequila",Yes
8603156a-15ea-4bcf-ab10-21ceaa143cd8,Delhi,18-24,80888,900,1032,4,1,Vegan,Mocktails,"Fruity, Smoky, Spicy","Vodka, None",No
f4124360-1153-4e99-9c50-8720f982f4e0,Pune,18-24,42324,900,1194,1,4,High-protein,Both,"Fruity, Smoky, Herbal","None, Rum, Vodka",Yes
c9525185-81e0-4a5e-8b48-f49686abd4e7,Hyderabad,55+,83238,900,957,3,7,High-protein,Mocktails,Smoky,"Rum, Tequila, Vodka",Yes
0534a101-8ddc-4719-81f3-8dd4fd034ada,Mumbai,18-24,96387,1000,852,5,6,High-protein,Mocktails,Fruity,Whiskey,Yes
0b251279-785a-45d0-9f92-a62163f4c69d,Bangalore,35-44,54607,1100,1151,1,7,High-protein,Mocktails,Fruity,"Rum, Vodka",Maybe
5f90bed6-fb25-464d-a30a-a767a2bb522b,Mumbai,35-44,36115,800,1109,2,2,Keto,Both,"Smoky, Spicy","Whiskey, Gin, Rum",Maybe
5b6a8102-0428-4378-bf50-23f440ef3935,Bangalore,35-44,38621,1000,1269,4,5,Balanced,Both,Fruity,None,Yes
3dba6da8-5844-49fc-914b-9547c9dc72b8,Delhi,45-54,83549,1100,1217,1,1,Vegan,Cocktails,"Citrusy, Spicy, Fruity","Gin, None",Maybe
1a89b71e-a0d5-42c8-a837-fe68bba205ca,Bangalore,35-44,89776,1100,1046,4,5,High-protein,Both,Herbal,"Tequila, Whiskey",Maybe
c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,Hyderabad,55+,95282,900,996,1,6,Vegan,Both,"Spicy, Fruity, Herbal","Vodka, Gin",No
5a304528-0b59-4562-a227-219f551ff086,Mumbai,35-44,98187,1100,1290,2,1,Low-carb,Cocktails,"Spicy, Citrusy","Gin, Tequila",No
a48e40f1-d042-4dfa-96ab-087a8bc78e81,Hyderabad,25-34,52621,900,828,2,1,High-protein,Cocktails,"Fruity, Herbal, Spicy",None,Yes
af475b49-c775-4395-9494-05f02cd2a404,Chennai,18-24,87498,1200,1245,2,0,High-protein,Cocktails,Fruity,Vodka,Yes
7a8104de-b205-47bb-bb16-f75776f186ab,Hyderabad,25-34,48910,1100,1180,2,4,Keto,Cocktails,"Citrusy, Herbal, Smoky","Vodka, Rum, None",Yes
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,Pune,18-24,104190,900,1057,2,0,Keto,Cocktails,"Herbal, Citrusy, Smoky","Rum, Gin, Whiskey",No
f1901b7e-c6b4-49ef-b74e-ba9310275b53,Bangalore,18-24,93354,1100,1300,2,3,Keto,Both,Spicy,"Gin, Tequila",Maybe
339b77a8-4b1f-4d7b-8977-c513752a7d25,Mumbai,45-54,87575,1000,1134,4,6,High-protein,Mocktails,"Herbal, Spicy","Vodka, None",Yes
e2c328aa-3310-4475-8a86-22250b36e356,Chennai,35-44,28676,900,944,2,1,Low-carb,Mocktails,"Fruity, Citrusy, Smoky","Gin, Vodka, None",Yes
4f612217-eef1-4694-90ca-e32d0aba590e,Chennai,55+,30881,1200,1204,4,0,Low-carb,Cocktails,Citrusy,Rum,Maybe
d0be73ee-fd37-4539-a5f2-02f983f02dc7,Hyderabad,55+,50543,1000,1184,4,5,High-protein,Both,"Fruity, Citrusy, Spicy","Tequila, Vodka, Gin",Yes
095ffa81-40d9-4bce-b930-ba208b040f49,Hyderabad,45-54,101855,800,948,2,2,Keto,Mocktails,"Fruity, Spicy, Smoky","None, Gin, Tequila",No
493e904d-30ec-4796-a59b-457fc0d7ac73,Chennai,55+,104788,1200,1276,3,7,High-protein,Cocktails,"Citrusy, Herbal",None,Maybe
0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,Hyderabad,25-34,52370,1200,1110,1,2,Vegan,Both,"Fruity, Smoky",Rum,Maybe
45f18619-54f9-4429-a7de-02ccdda4f4a7,Mumbai,45-54,37335,1100,960,2,4,High-protein,Mocktails,"Smoky, Citrusy","Vodka, None",Yes
6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,Hyderabad,35-44,87031,1000,1190,4,2,Low-carb,Both,"Fruity, Citrusy","Whiskey, None",No
7092947d-be49-49ec-a667-d3bbe3b56360,Pune,25-34,82780,1000,1062,5,5,Balanced,Mocktails,"Herbal, Smoky, Spicy","Vodka, Tequila, None",Maybe
56cb1ab0-62fb-46d7-b4db-ca07e506f670,Delhi,55+,26041,900,1236,1,4,Keto,Mocktails,"Herbal, Fruity, Smoky","Whiskey, Vodka",Yes
b12b6680-7f07-4cb9-afd3-40c0f945f2fd,Hyderabad,55+,85929,800,843,2,1,Keto,Cocktails,Herbal,"Vodka, Rum",Yes
cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,Chennai,45-54,52870,1100,858,3,7,Low-carb,Both,Herbal,None,Yes
15260718-cd18-4a82-8447-ceab84ef4324,Chennai,18-24,103784,1100,831,3,6,Keto,Mocktails,Spicy,None,Yes
6e3c4532-1434-4f62-acac-028cba220065,Bangalore,25-34,35956,900,835,3,6,Low-carb,Cocktails,"Herbal, Smoky, Citrusy",None,No
2e326567-d284-454e-bebe-c0db9a3a6103,Delhi,18-24,37116,1100,975,3,2,High-protein,Cocktails,"Herbal, Smoky","None, Gin, Whiskey",Yes
1a43db54-523a-4993-8b34-46bc8ba435cc,Pune,55+,76005,800,1087,5,3,Low-carb,Both,"Smoky, Spicy, Herbal","None, Rum, Vodka",Yes
4baf0f5e-a932-4094-93f2-8f11147f6570,Hyderabad,25-34,90463,1000,858,4,4,Vegan,Both,Herbal,None,Yes
b7b8c1a5-9a45-493d-b227-890e4e76833a,Chennai,18-24,29782,900,1181,2,6,Vegan,Mocktails,"Herbal, Spicy, Smoky",Gin,No
71a3fad2-b094-4d2a-aaa9-3b436d15f16f,Chennai,18-24,73530,1000,808,3,4,Vegan,Mocktails,"Herbal, Smoky, Spicy","Rum, None",No
ba108217-0ad7-49a2-b277-16ec59fefbbc,Hyderabad,55+,69017,800,1274,2,7,Keto,Cocktails,Smoky,"Gin, Tequila, Whiskey",Yes
9d66e815-5a41-43b3-a95f-176cdebac186,Pune,45-54,108113,1000,1159,5,1,Low-carb,Mocktails,Fruity,"Whiskey, Vodka, None",Maybe
a3b442bd-4649-4296-af58-42c3ff86cc31,Chennai,55+,38068,1100,1057,5,0,Balanced,Cocktails,Spicy,"Tequila, Whiskey",Yes
0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,Hyderabad,18-24,70955,1100,1011,4,0,Balanced,Mocktails,"Citrusy, Smoky, Herbal","Rum, Whiskey",Maybe
67fd64c4-a334-458a-abd2-b5121335e5db,Mumbai,45-54,29282,800,813,2,5,Vegan,Both,"Citrusy, Smoky, Fruity","Whiskey, Gin, None",Yes
bff9507d-cd14-403e-8359-9af65d01f55f,Pune,45-54,31760,1200,1019,2,6,High-protein,Cocktails,"Smoky, Spicy","Gin, Vodka",Maybe
07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,Delhi,55+,40515,1200,1201,4,4,Vegan,Mocktails,"Spicy, Fruity",Vodka,Yes
ad973b67-9b89-45cb-9942-644c248d31ec,Pune,55+,45060,800,1116,5,1,Vegan,Cocktails,Spicy,"None, Rum",Yes
20509c62-08e8-45d7-b02c-1821c8040fb7,Pune,25-34,63918,900,1074,2,6,Balanced,Both,Citrusy,Gin,Maybe
a52964ff-c74c-4890-bc6a-3174113634a5,Pune,55+,38555,800,1035,5,1,Low-carb,Mocktails,"Citrusy, Spicy",Vodka,Yes
f31046dc-6202-4ee6-9cb5-e69c5dc7b3e6,Bangalore,25-34,76222,800,1051,1,6,Low-carb,Cocktails,"Fruity, Spicy, Citrusy","Whiskey, Rum",Maybe
2747b93c-9ae7-4eab-884a-67809136f1f8,Hyderabad,25-34,48567,1000,805,2,0,Low-carb,Cocktails,"Herbal, Fruity",Tequila,Maybe
5ef787b8-f2e6-495f-b32e-2016add702c9,Mumbai,25-34,104444,800,1074,1,2,High-protein,Cocktails,Spicy,Rum,Yes
13aec376-c359-410a-b1a6-014c5f3c44dc,Mumbai,25-34,60073,1000,1046,2,1,Balanced,Both,"Citrusy, Herbal, Smoky","Whiskey, Tequila",No
5df06e8c-878a-4ed9-a33f-fc8292ec89af,Delhi,35-44,47670,900,1151,3,6,Low-carb,Both,"Citrusy, Spicy, Fruity","Whiskey, None, Tequila",Yes
4758367b-a649-4cdc-907b-907265e58f34,Pune,35-44,66779,1200,855,5,6,Keto,Mocktails,"Citrusy, Smoky, Herbal",Whiskey,Yes
06a241af-1d0a-47f7-b5e4-a4713fe68c9c,Mumbai,55+,58169,1200,1009,3,5,Keto,Mocktails,Spicy,"Whiskey, Gin",Yes
848af440-7fc1-4858-afa0-d842bc55300b,Mumbai,25-34,111108,1000,990,2,5,Low-carb,Mocktails,"Fruity, Citrusy",Whiskey,Maybe
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Bangalore,25-34,98615,800,997,3,3,Vegan,Mocktails,Smoky,"None, Tequila",No
b43bd27f-42a2-49a6-8664-12854303cbc1,Pune,18-24,100228,1100,1149,4,5,Balanced,Mocktails,Fruity,"Whiskey, Vodka",No
9ca3fbb3-ff11-48ba-b6ee-1640723ef466,Hyderabad,18-24,41265,1100,887,5,5,Vegan,Cocktails,Smoky,Rum,Yes
ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,Chennai,18-24,85525,1000,867,4,0,Vegan,Both,Citrusy,"Vodka, None, Whiskey",Yes
22bf18f5-1f65-4a87-b33e-e3447dbf4bc1,Hyderabad,35-44,61002,1000,1185,3,6,Low-carb,Both,"Herbal, Fruity","Rum, Whiskey",Yes
2c33350c-73b9-41d8-92f5-131ada52d2ee,Pune,18-24,74008,1200,852,1,3,Low-carb,Mocktails,Fruity,"None, Whiskey",Yes
ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,Mumbai,25-34,119910,1000,1217,5,0,Low-carb,Cocktails,Fruity,Rum,Yes
f7b217c7-ae92-4a71-8f7d-cb431679742f,Bangalore,55+,74749,1000,1157,2,2,Vegan,Cocktails,Spicy,"Gin, Tequila",No
aaf78c67-51d0-4109-bc90-2838d8741408,Hyderabad,45-54,112586,800,1067,5,3,Vegan,Cocktails,"Herbal, Citrusy, Spicy","Whiskey, Gin, Vodka",Yes
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Bangalore,18-24,71269,1200,1227,2,3,Low-carb,Mocktails,"Fruity, Spicy",None,Yes
4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,Hyderabad,25-34,88916,800,974,2,5,Balanced,Both,"Spicy, Fruity",Gin,No
b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,Hyderabad,45-54,106327,1200,903,4,3,Low-carb,Cocktails,"Spicy, Citrusy","None, Vodka, Gin",Yes
2c913a7c-a340-4f08-b341-91b8ed6522b4,Mumbai,18-24,56531,800,1257,4,2,Balanced,Mocktails,"Smoky, Herbal","Rum, Vodka",No
3967e60a-823d-4107-9c8a-c066cb2fafa3,Mumbai,35-44,81554,900,877,4,6,Vegan,Cocktails,Herbal,"Rum, Vodka",Yes
cac4d0eb-3373-430e-bc31-a5971f119c0f,Hyderabad,45-54,50419,1000,896,4,2,Vegan,Cocktails,"Smoky, Herbal, Citrusy","Vodka, None",Maybe
7e7838c9-ca55-438b-bc9a-be10238d6f44,Mumbai,25-34,40097,800,1258,1,4,High-protein,Mocktails,"Fruity, Citrusy, Smoky","None, Whiskey, Tequila",Yes
9280c5aa-8dd4-495b-9c63-b6f306ba8cd3,Delhi,35-44,89903,900,887,2,5,Balanced,Both,"Citrusy, Fruity, Herbal",Tequila,No
fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,Chennai,45-54,65019,900,887,3,1,High-protein,Mocktails,"Herbal, Spicy",None,Yes
e25df9a8-9ca8-45c4-a138-afe08d38bbd8,Bangalore,18-24,48267,1000,1251,1,2,Low-carb,Both,"Herbal, Fruity","Gin, Whiskey",Yes
65edcfe3-4f2d-4d3f-90d4-de39161237c9,Mumbai,55+,114135,1000,1227,2,2,High-protein,Mocktails,Citrusy,"Rum, Whiskey, Tequila",Maybe
7a89cbeb-b807-478a-b788-f5d1ffe575f6,Chennai,35-44,111954,1100,929,3,7,Low-carb,Cocktails,"Citrusy, Herbal",Rum,Maybe
68d0a2a8-c4e7-47dd-a929-de738693fd9d,Pune,18-24,44385,1100,1238,2,2,Balanced,Cocktails,Spicy,"None, Whiskey, Rum",Yes
20156a72-12e1-43a6-932c-ae01d2c65ee4,Mumbai,25-34,74516,800,1294,3,7,Vegan,Mocktails,"Citrusy, Smoky","Tequila, Whiskey",No
12fc7a87-a470-4d48-9128-b9b1f8ede0ca,Bangalore,35-44,49978,800,1096,5,5,Vegan,Mocktails,"Herbal, Citrusy","Vodka, None",Yes
8471b4b0-ae1b-4f69-b740-d83173318749,Pune,25-34,86121,900,1067,3,2,Balanced,Cocktails,"Fruity, Citrusy",Whiskey,Yes
d43cdd6d-e0c1-4f1e-a0da-897258321ee4,Bangalore,55+,41178,800,1050,3,0,Keto,Cocktails,"Fruity, Smoky, Spicy",Rum,No
96792482-a3c9-48e4-8d22-38e6c7bf4fbc,Chennai,55+,45321,800,1165,3,2,High-protein,Cocktails,"Fruity, Citrusy, Smoky",Whiskey,No
21084dd9-f75d-4e3c-848d-56502e9522d6,Delhi,45-54,80386,1100,1295,1,4,Balanced,Both,"Spicy, Herbal","Rum, Tequila, Gin",Maybe
de431e06-e924-4069-80bb-ae526ec01269,Delhi,35-44,42785,1100,1083,2,4,Balanced,Mocktails,"Smoky, Herbal","Gin, Whiskey, Tequila",Yes
84a2576c-1fc9-45f8-94d6-07350e2f8958,Chennai,45-54,115981,1000,1057,3,7,Balanced,Cocktails,"Herbal, Smoky","Vodka, Tequila",Yes
2976aab2-2a26-4770-8ddb-1b36272c0588,Hyderabad,18-24,43426,1200,1264,3,3,Vegan,Both,"Spicy, Citrusy",Whiskey,Yes
39b86bb2-b596-4a7c-af4a-fa885299e505,Pune,18-24,85661,1200,1035,1,1,Low-carb,Cocktails,"Fruity, Citrusy, Herbal",Rum,Maybe
84d67c4f-f0df-4684-b28e-41225894f7f1,Pune,35-44,32977,800,1179,5,0,High-protein,Both,Smoky,"Whiskey, Gin, Tequila",No
143029a9-d88f-4c94-88b7-63d5e519dd7e,Pune,25-34,64438,1000,1168,1,7,Vegan,Both,Fruity,Vodka,Yes
f4d375c1-a293-49fa-b240-d7a14027ab7d,Mumbai,55+,37696,900,904,1,7,Low-carb,Both,"Herbal, Fruity",Rum,Yes
a0017720-200b-4903-8642-6c458d03f17a,Delhi,25-34,96659,1000,1220,5,7,Vegan,Mocktails,"Spicy, Fruity",Gin,No
17eaec83-8892-442f-9d4b-2bf94d85e9c7,Pune,25-34,47383,1200,1179,5,3,Keto,Cocktails,"Citrusy, Fruity","Whiskey, Rum, Tequila",Yes
9780c215-2b2b-48e9-a417-c09380a8a23d,Pune,18-24,85812,1100,1216,4,2,Low-carb,Cocktails,"Fruity, Herbal",Tequila,Yes
2bd3cdcd-2779-4685-94a5-3fdef10d27c8,Pune,55+,83258,800,1264,3,2,Keto,Both,"Citrusy, Fruity",Rum,Maybe
e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,Chennai,25-34,70722,1200,999,5,1,High-protein,Both,Citrusy,"None, Tequila, Rum",Yes
ec86a890-d7b0-4bdc-966e-3cbe9aea622f,Delhi,35-44,111303,1000,1272,4,1,Keto,Cocktails,"Smoky, Spicy","None, Tequila, Rum",Yes
dd20c3bf-d342-4f08-8a8b-b5b490494583,Bangalore,55+,101116,1000,1099,5,6,Low-carb,Mocktails,Spicy,Vodka,Maybe
f2d3f761-0ba3-4279-94cb-056407437c3b,Hyderabad,45-54,67422,900,1195,2,1,High-protein,Both,"Herbal, Fruity",Tequila,Yes
43c07d43-93a7-4792-8561-b8dca4364fcd,Mumbai,18-24,82872,1000,1110,1,2,Balanced,Mocktails,"Herbal, Smoky, Fruity","Tequila, None, Gin",Yes
92779574-c457-4cc3-b5f7-89bca6b07458,Hyderabad,45-54,113978,1000,915,2,2,Keto,Both,Fruity,"Vodka, None, Gin",Yes
07c0d116-a394-4d54-9e3c-5a886aa56e6d,Delhi,18-24,72128,1100,1090,5,1,Balanced,Mocktails,"Smoky, Herbal, Fruity",Tequila,No
8baaf744-a08d-421b-a395-4cb17f7f6c0a,Chennai,35-44,71725,1200,1260,5,2,Low-carb,Cocktails,"Herbal, Fruity","Vodka, Gin, Rum",Yes
4d560a3d-f4e7-469a-a454-09374a27ebf2,Hyderabad,25-34,31747,1200,1076,3,0,High-protein,Cocktails,"Herbal, Citrusy",Gin,No
ceae71cf-ce00-4af0-beb0-51817ba24588,Mumbai,55+,100413,900,1236,5,4,Keto,Both,Smoky,"Vodka, Tequila, Whiskey",No
741b77f5-4c24-4053-a7f5-ae02af5b8f47,Bangalore,18-24,29230,1000,1015,3,3,Balanced,Mocktails,Spicy,"None, Rum, Vodka",Yes
2877f5d9-0f56-45f8-b048-faa112ae5c22,Mumbai,55+,104954,800,977,1,6,Vegan,Both,"Fruity, Herbal, Smoky","None, Vodka",Yes
76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,Hyderabad,55+,54523,1000,1020,4,4,High-protein,Mocktails,Fruity,Tequila,Maybe
24c778a5-9b4e-464b-9716-dc2e343ada2a,Hyderabad,18-24,97416,1100,826,4,6,High-protein,Cocktails,"Herbal, Spicy, Fruity","Vodka, Tequila",No
51beb80e-b7e6-414c-9c8a-49225005680f,Bangalore,35-44,50381,1000,1023,1,3,High-protein,Mocktails,"Fruity, Spicy, Herbal","Tequila, None, Vodka",No
586a346a-dc5b-47d1-bcef-1972bbf483ce,Mumbai,25-34,32455,800,829,2,7,High-protein,Cocktails,Citrusy,"Tequila, Gin",No
c2baf0e0-2179-43f0-a612-4ab4f9b21e6e,Delhi,55+,77142,1100,1136,1,1,Low-carb,Cocktails,"Spicy, Herbal, Citrusy","Rum, Gin, Whiskey",Maybe
1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,Bangalore,55+,63362,900,1069,3,5,Vegan,Both,Fruity,"Whiskey, Tequila",Yes
1f5d988f-776a-4f09-bde2-885951b1943c,Mumbai,25-34,42974,1200,918,3,3,Low-carb,Cocktails,"Spicy, Fruity, Herbal","Whiskey, None, Vodka",Yes
24108e9a-3f77-4cae-b318-b96d44790612,Mumbai,35-44,61433,1200,996,3,1,Low-carb,Cocktails,"Herbal, Smoky, Fruity","Whiskey, None",Yes
f204be89-4a4b-4563-8cf4-77ef18c8a616,Delhi,45-54,49173,1100,1072,1,4,Low-carb,Both,"Fruity, Citrusy","Tequila, Gin",Maybe
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,Bangalore,55+,81895,1100,1200,1,1,Vegan,Cocktails,"Citrusy, Herbal, Spicy","None, Tequila, Rum",Yes
e6fdd7af-dd84-4acc-b672-94643f8ea40a,Hyderabad,45-54,56224,900,1264,1,4,Balanced,Mocktails,Smoky,"Rum, Tequila",Yes
ef0a573d-53d2-456d-9040-158728e213bc,Chennai,35-44,72408,1000,1137,3,0,Low-carb,Cocktails,"Citrusy, Smoky, Fruity","Whiskey, Vodka",Yes
3098f7b2-500e-45c0-b89b-df7f93e34c35,Hyderabad,18-24,72018,1100,1126,5,3,Keto,Mocktails,"Fruity, Citrusy, Herbal","Rum, Vodka, Whiskey",Yes
fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,Bangalore,35-44,89871,900,916,2,2,Vegan,Both,Spicy,None,Yes
e10b1a47-7fae-4748-b781-321e83c501cb,Pune,55+,82712,1200,962,1,3,Low-carb,Both,"Citrusy, Fruity","Rum, Tequila, Vodka",Maybe
170d7507-05ee-41d4-bf53-a88e4efc8248,Bangalore,18-24,35155,1200,1027,1,1,High-protein,Mocktails,"Smoky, Citrusy","Whiskey, Vodka, None",No
750d112e-8164-4eec-a4ab-851bf1fac6e7,Delhi,18-24,67800,1200,1203,3,5,Keto,Both,"Herbal, Citrusy","Vodka, Gin, Rum",Yes
95560a2d-3713-4466-bda0-6476f778c676,Delhi,55+,28346,800,1111,2,5,Vegan,Both,"Smoky, Citrusy, Fruity","Tequila, Vodka",Maybe
4806f804-0cf0-474c-8c74-dc0f5a575539,Delhi,45-54,110093,800,1289,1,3,Vegan,Both,"Smoky, Herbal, Citrusy","Vodka, Tequila, None",Maybe
d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,Pune,55+,93201,1100,962,3,3,Vegan,Cocktails,Citrusy,Rum,Yes
4926ce5f-7878-4140-ac2a-4f71a77d95f1,Bangalore,18-24,115842,900,1027,4,5,Low-carb,Cocktails,"Smoky, Fruity, Spicy","Whiskey, Tequila, Gin",Yes
1b84edc3-d8e0-49de-8217-ea0e896490ab,Hyderabad,25-34,99624,900,1273,5,3,Keto,Both,"Spicy, Citrusy, Smoky","Rum, Vodka",Yes
